text,actual_label,predicted_label,prob_negative,prob_neutral,prob_positive,is_correct
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
dont axolotl onesie since updated game,negative,negative,0.9730328562459228,0.004770929504000827,0.02219621425007637,True
hate game,negative,negative,0.9999965190996253,5.696718945013172e-08,3.423933185243804e-06,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
ive playing minecraft year mobile ups down always game return fun along way sure bunch changed good thing especially much block work itll always childhood favorite really awesome game,positive,positive,0.009739808671266415,1.408741050023529e-07,0.9902600504546287,True
wont let download getting frustrated want money back,negative,neutral,0.3647340461195411,0.6139292794199916,0.02133667446046719,False
time go game get much better digital lego creative want great game,positive,positive,0.004168151697081345,1.087582856937409e-07,0.9958317395446331,True
oppp,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
sigh want build game say maybe update soon following link update offered can get past want hollow side hill,negative,negative,0.9199893911332889,0.03776698384443372,0.04224362502227731,True
game sooo fun friend friend,negative,negative,0.7487806810768161,0.001139113375141054,0.2500802055480428,True
love game best survival game world,positive,positive,4.315041755871274e-06,2.1490553559182865e-06,0.9999935359028882,True
whenever try join friend server showing unbel connect wrold,neutral,neutral,0.20573296565505234,0.7294044756810077,0.06486255866394001,True
love game lot,positive,positive,0.04093900977383557,2.0458938560072607e-05,0.9590405312876042,True
pleassssssssss add combat update bedrock edition p nintendo,neutral,neutral,0.04391400707237775,0.8684023214463233,0.08768367148129885,True
cant connect server mobile data wifi,neutral,neutral,0.014265560826607886,0.9750369056730637,0.010697533500328564,True
cool mobile device gon die soon update,positive,neutral,0.2604316537139947,0.35889813050329117,0.38067021578271437,False
childhood game,negative,negative,0.994029386020379,8.556317718711416e-05,0.0058850508024335954,True
best game ever,positive,positive,2.5511569663291125e-08,1.2752044366013824e-08,0.999999961736386,True
niceeeeeeeeeeee niceeeeeeeeeeee niceeeeeeeeeeee,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
add back holiday creater feature,neutral,neutral,0.05071111655124924,0.923941684188187,0.02534719926056376,True
amazing unbelievable game,negative,positive,0.009208927829079495,8.831023881866777e-07,0.9907901890685324,False
since nov couldnt obtain block ive broken,negative,negative,0.8195063211075972,0.12359825201735489,0.05689542687504799,True
fun play,positive,positive,0.0424214165636483,0.005758857009652341,0.9518197264266992,True
need end update,neutral,neutral,0.06787835485300497,0.7875084457785385,0.1446131993684565,True
bast game,negative,negative,0.9989673325263889,0.00014937946462729965,0.0008832880089837017,True
gooder thought,neutral,neutral,0.030038361786392697,0.9313869273690462,0.03857471084456112,True
could conect server india,neutral,neutral,0.007410601688120628,0.7676113276408123,0.224978070671067,True
thank game amazing,positive,positive,0.04719292866180192,0.0002311813482333093,0.9525758899899648,True
minecraft,neutral,neutral,0.016577806389661526,0.9457114354471077,0.037710758163230836,True
star lag problem,neutral,neutral,0.051577468970825574,0.9348954641359729,0.013527066893201486,True
back,neutral,neutral,0.05790940431355263,0.9152900950879986,0.026800500598448535,True
folk minecraftgood cant figure life mei thought tech knowledge playing game make feel like flea flea carnival,negative,negative,0.9305623465993355,0.016409039512323406,0.05302861388834108,True
game fun play ive always wanted play game never able afford money able play dont regret bit want say mojang make cheaper free everybody play,positive,positive,0.09265130363900544,0.00010285854389515547,0.9072458378170994,True
best,positive,positive,1.0597356145966005e-12,1.2575433333116802e-12,0.9999999999976827,True
game amazing ut cant access server india glitch mojang plz fix,positive,positive,0.11061038773966038,0.025756116566909796,0.86363349569343,True
good game,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
game hidden secret hoorrrorcool,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
please give minecoins,neutral,neutral,0.03565479921233052,0.9383556168551217,0.025989583932547824,True
bad game,negative,negative,0.9999990273394432,5.242838736726392e-08,9.20232169400424e-07,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
update game gave lag stuck please solve,negative,negative,0.8640889375924193,0.11729915191393729,0.018611910493643472,True
get beta plzzz,neutral,neutral,0.19729022711295882,0.770426789756558,0.03228298313048304,True
cool game recently joined beta program decided leave wouldnt allow mojang fix error pls,negative,negative,0.8660716454556959,0.07141484541114619,0.06251350913315787,True
world keep disappearing tried lot thing save world backup application external storage world keep disappearing frustrating paid game fix issue give another solution developer,negative,negative,0.8981060650752203,0.04178121921476196,0.060112715710017625,True
thank mojang reduce price minecraft ruppes affordable buy game,negative,negative,0.9361585256479455,0.018867926099690173,0.04497354825236402,True
thanks made game thanks lot mojang,neutral,negative,0.3355721657251542,0.28845116856172975,0.3759766657131158,False
biasa aja ga terlalu bagus tapi buat main seru,positive,neutral,0.2616550090184547,0.44770540220689253,0.29063958877465285,False
wowwwwwwwww dengoures,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
need villager update witch update want villagerwitch sell potion cuz cant make potion,neutral,neutral,0.02445592672186392,0.945985889954103,0.029558183324033087,True
reason gave star cant connect server jioplease fix,neutral,neutral,0.03852049980225752,0.9342091444144598,0.027270355783282664,True
aku suka mie n craft,neutral,neutral,0.08076726821556027,0.8432604636066041,0.07597226817783562,True
game best game ever played,positive,positive,0.16485978689662548,0.0002825666864913178,0.8348576464168831,True
good game make creative happy etc enjoy,positive,positive,2.1540219948630145e-08,1.0934582586621972e-08,0.9999999675251975,True
enjoy plar game,neutral,negative,0.8767252059961764,0.0004680872894470288,0.12280670671437607,False
maja aa gaya,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
there something wrong minecraft less expiremental feature holiday creator featureno molang feature feature end portal doesent work stronghold end portal room last least marketplace coin glitched say sorry unable complete purchausemaybe check internet connection even wifi high fps minecraft microsoft please fix,negative,negative,0.9297069169483883,0.012459622989971194,0.057833460061640835,True
one og game liked much cant stop playing,positive,negative,0.49873030326634554,0.012448556487758056,0.4888211402458962,False
good game mojang whoevers running minecraft day please please fix lag ever since october game lagging please fix mojang edit dont worry game running fine,negative,negative,0.9286266351865592,0.0008404488913083966,0.07053291592213258,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
good game found glitch download mincraft free,positive,positive,0.05019206918607471,0.014618743409877065,0.9351891874040482,True
beta,neutral,neutral,0.034460862803594096,0.9428648484663745,0.022674288730031494,True
sarvan nahin join ho pa raha pocket edition,neutral,neutral,0.026551314182854075,0.9429059780083102,0.030542707808835626,True
playing game since four im game cant stop amaze update amaze see younger brother play inspires feel really cool thing,negative,negative,0.9884617486706322,8.478914102527741e-05,0.011453462188342605,True
suuuuuuuuuuuuuuuuupper interesting game like game much must play game,negative,negative,0.8899826512331114,2.0981803839241902e-05,0.1099963669630493,True
ok idea update title named adventurous world new wepons dual crossbowpitch fork way weaker trident easy craftand daggerthen massa biome huge mine shaft enemy pillagersout lawslike cow boy new one horse rider daggerone lasso pull himselfand dual crossbow fireworksthen new transport would create update enough room,positive,positive,0.04542146219849396,0.000818893190089089,0.953759644611417,True
mine belowing,neutral,neutral,0.006518793235235915,0.9777610904990709,0.01572011626569333,True
ugh cant leave beta,neutral,neutral,0.029805801249002777,0.9377968139126343,0.032397384838363186,True
nise game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
suvival game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
nice place,positive,positive,0.0023641076197262593,0.041058774854180635,0.9565771175260932,True
dream game buy dream game adventorous game,negative,negative,0.9973423974948703,4.33244621638123e-06,0.002653270058913394,True
best game ever,positive,positive,2.5511569663291125e-08,1.2752044366013824e-08,0.999999961736386,True
joker boy,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
mojang please fix app wont work device use realme narzo n please tell whats problem fix,neutral,neutral,0.0499315986674383,0.9367212191061903,0.013347182226371141,True
yeaahhhhh,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
cant install minecraft problem,neutral,neutral,0.033331307669521235,0.9451949319404276,0.021473760390051496,True
loved game year trust say thing right quality fun keep repeating thing even online seriously developer could add feature game nothing changed past year lot load different mobstreessome biome really thinking basic tutorial different mechanical block like anyone hate something keep repeatingit get unpleasantly boring,negative,negative,0.9847033092817735,0.00011658696952258057,0.01518010374870385,True
