processed_text,label,dominant_topic,topic_confidence,topic_keywords
absolutely horrible lagging time doesnt show friend list disappearing world overheats phone quickly love playing game cant enjoy doesnt work used good game ruined,negative,5,0.04841977530733523,"minecraft, love, play, please, like"
game fun,negative,1,0.09161266357245429,"game, nice, like, favourite, fun"
control mobile kinda bad computer theynaremgoodmso isna great game,negative,1,0.028835888631560284,"game, nice, like, favourite, fun"
lovli game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
water texture glass black,negative,5,0.002424195354825987,"minecraft, love, play, please, like"
waste time,negative,5,0.00856867910454766,"minecraft, love, play, please, like"
mobile minecraft working mean downloading,negative,5,0.0798252647955798,"minecraft, love, play, please, like"
game good can join server india click server wan join show disconnected server long load time please fix wan play minecraft friend bad,negative,5,0.07532874612606291,"minecraft, love, play, please, like"
great game ive playing since came however chromebook cant play minute crash thought first due people server thats case could standing base anything game crash love game frustrating play minute time,negative,5,0.04647580948234965,"minecraft, love, play, please, like"
game good hate sign glitch let go button showing uninstalled game solve glitch hack game,negative,1,0.05010604742613272,"game, nice, like, favourite, fun"
id rate huge negative number actually yknow problem cant even import skin mean tried everything literally everything told x x either x also png file still nothing worked,negative,5,0.022480168790526212,"minecraft, love, play, please, like"
bad joining server,negative,5,0.02012802869064352,"minecraft, love, play, please, like"
bad experience work mobile worked working properly entire ui completely messed working properly want money backthere need buy game guarantee whether run mobile purchasing,negative,5,0.013550195730734599,"minecraft, love, play, please, like"
look see start universe yes bad bedrock atleast multiplayer note fixed im deleting funny,negative,5,0.011600349876543806,"minecraft, love, play, please, like"
fun game would give star ran hp chromebook x work month crash mysteriously running strange restarts computer open world werent customnamed somehow deleted think game somehow overloaded computer caused delete data also world crashed like mb please fix get hour world back,negative,5,0.03215180705971371,"minecraft, love, play, please, like"
game terbaik yang ku punya,negative,1,0.044195098934197256,"game, nice, like, favourite, fun"
game actually fun,negative,1,0.05170378149082085,"game, nice, like, favourite, fun"
great game og year there time boring always,negative,1,0.02888799458665368,"game, nice, like, favourite, fun"
game become lackluster simply new addition mojang releasing dont fix game main issue instead focus adding small filler gimmick main issue game combat im exaggerating everytime go server pvp fight pve survival mode simply boring strategy involved tap damage make game perfect change combat system completely change java edition coward,negative,1,0.03391543347317222,"game, nice, like, favourite, fun"
playing since game heart thx creation,negative,1,0.031924447219194414,"game, nice, like, favourite, fun"
favourite game,negative,1,0.08355264759562793,"game, nice, like, favourite, fun"
game fantastic starting unlimited creativity secure base complicated redstone definitely buy,negative,1,0.02134861439417805,"game, nice, like, favourite, fun"
addicting much fun could spend hour game scary level fun stressful,negative,1,0.027572407515991392,"game, nice, like, favourite, fun"
cant download bad fixed itedited,negative,5,0.03375960463726439,"minecraft, love, play, please, like"
game fun,negative,1,0.09161266357245429,"game, nice, like, favourite, fun"
ive playing long time funeasy star,negative,5,0.020819809300106847,"minecraft, love, play, please, like"
delete game gon reset phone downloaded back login account addonsworld etc bought gone give money back give back fraud,negative,5,0.01651192790653525,"minecraft, love, play, please, like"
game emotion,negative,1,0.050279566840778604,"game, nice, like, favourite, fun"
favourite game time,negative,1,0.06780268438829926,"game, nice, like, favourite, fun"
game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
minecraft one popular game also fun like game favourite game,negative,1,0.10860440855627668,"game, nice, like, favourite, fun"
op game,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
people say game teach nothing game bring creativity level,negative,1,0.04296599664067844,"game, nice, like, favourite, fun"
would rated five star wasnt game randomly signing turn deleted world fix mojang want world back,negative,5,0.02372061629079917,"minecraft, love, play, please, like"
minecraft always place heart ive playing game since day one evan though fun used still enjoy like everyone thing dont like market place im market place price little crazy bedrock almost like different game java updateds taking mouth come game get boring quickly thats pretty much,negative,5,0.05171873217071467,"minecraft, love, play, please, like"
alright game,negative,1,0.04405862068683229,"game, nice, like, favourite, fun"
update unable connect world problem increase please solve problem,negative,5,0.0389091812091667,"minecraft, love, play, please, like"
controller touch oldest setup swipe camera swipe swipe camera go touch cam go direction please put back game paid,negative,1,0.013638207123219752,"game, nice, like, favourite, fun"
og game,negative,1,0.049286766553422415,"game, nice, like, favourite, fun"
cool game,negative,1,0.06799542076402189,"game, nice, like, favourite, fun"
fun game like play game,negative,1,0.11718265826552753,"game, nice, like, favourite, fun"
intresting purchase game guess game worst learning play happy fun multiplayer mod pvp build much soon trying leave game game mind blowing,negative,1,0.06531219299212813,"game, nice, like, favourite, fun"
since never fell bored,negative,5,0.006575915080442651,"minecraft, love, play, please, like"
like game letting install already paid tried refund said cant,negative,5,0.029774775607704154,"minecraft, love, play, please, like"
way buggy considering game long time worth getting,negative,1,0.02617284157547765,"game, nice, like, favourite, fun"
cant dowload game dowload message come cant dowload minecraft twenty nine rupee get lose,negative,5,0.04303481662285679,"minecraft, love, play, please, like"
played year randomly uninstalled phone lost world managed log back reinstalling could recover file gone lost hour worth stuff,negative,5,0.016088645428056,"minecraft, love, play, please, like"
wonder full game play friend relative,negative,1,0.04567185766465002,"game, nice, like, favourite, fun"
game good want play game like game person plzz like game,negative,1,0.11110836685848609,"game, nice, like, favourite, fun"
unable connect server game say connecting external server never connects please fix issue overall game good,negative,2,0.044740491477186076,"good, game, really, friend, app"
fun game survival world youn want build,negative,1,0.04046588357260964,"game, nice, like, favourite, fun"
bhai mere paisa wapas de yaar,negative,5,0.0006087162003897413,"minecraft, love, play, please, like"
best experience version annoying many glitch like lag middle game automatic game back personally really like game,negative,1,0.05645903454485069,"game, nice, like, favourite, fun"
good one problem cant import custom skin showing allow trusted skin whatsoever skin maybe imported stuck choose model menu nothing appear skin even showed neither button model menu worst thats make picture like profile marketplace menu purple black hope mojang fix,negative,5,0.025907679150842116,"minecraft, love, play, please, like"
